Temperature,Rainfall,Humidity,Moisture,Potassium,Phosphorus,Crop
25,50,60,416,296,303,Barley
18,114,35,314,294,26,chile
25,270,72,429,199,151,Rice
15,85,77,454,275,325,Tomato
24,75,57,423,300,210,Wheat
24,43,62,384,318,367,Barley
25,84,32,376,260,44,chile
25,233,73,404,148,192,Rice
13,107,78,522,261,85,Tomato
24,83,60,443,279,244,Wheat
16,49,60,398,283,237,Barley
18,112,30,372,252,31,chile
23,277,69,427,187,279,Rice
14,64,89,637,246,124,Tomato
24,67,60,432,193,210,Wheat
19,49,64,403,450,258,Barley
21,94,39,388,313,20,chile
25,280,60,425,155,201,Rice
15,90,81,542,275,189,Tomato
23,52,52,441,123,197,Wheat
14,45,67,426,342,340,Barley
21,94,30,394,238,38,chile
24,340,71,392,216,159,Rice
16,96,90,615,193,276,Tomato
21,88,50,427,198,241,Wheat
19,39,60,430,364,418,Barley
20,83,33,308,249,28,chile
21,298,79,429,208,168,Rice
15,63,80,618,283,312,Tomato
21,30,54,448,161,283,Wheat
16,48,61,380,350,227,Barley
21,119,36,367,298,46,chile
24,204,68,421,264,264,Rice
13,76,90,623,245,329,Tomato
24,74,50,404,360,236,Wheat
8,50,69,417,331,436,Barley
20,94,30,366,280,17,chile
22,318,67,421,252,180,Rice
15,129,79,459,191,109,Tomato
24,83,51,408,251,266,Wheat
23,40,64,387,452,279,Barley
20,94,32,333,191,45,chile
23,316,72,401,176,220,Rice
13,118,79,638,292,66,Tomato
21,59,60,435,389,234,Wheat
26,39,68,399,404,397,Barley
23,94,35,346,337,35,chile
26,313,80,389,98,201,Rice
15,98,87,542,201,192,Tomato
21,87,53,426,246,234,Wheat
12,39,64,425,410,301,Barley
25,80,30,352,216,42,chile
24,260,60,407,188,323,Rice
13,78,89,467,216,124,Tomato
21,88,58,420,154,242,Wheat
14,48,69,422,339,343,Barley
22,95,31,326,267,46,chile
26,207,65,398,261,116,Rice
13,130,75,583,221,196,Tomato
22,58,57,403,128,290,Wheat
26,49,61,419,437,319,Barley
19,88,38,376,264,46,chile
22,323,71,396,122,76,Rice
13,68,90,598,242,170,Tomato
24,35,54,418,125,197,Wheat
23,39,61,407,385,347,Barley
24,99,30,349,298,46,chile
27,270,79,418,191,286,Rice
14,144,84,623,189,356,Tomato
21,56,53,420,300,224,Wheat
5,42,63,406,399,432,Barley
25,120,38,303,298,36,chile
25,221,68,391,199,268,Rice
13,61,76,551,240,31,Tomato
21,55,54,409,181,272,Wheat
18,45,63,428,347,321,Barley
19,107,30,380,224,34,chile
27,226,73,426,268,166,Rice
14,145,78,529,221,109,Tomato
24,45,54,432,108,271,Wheat
14,43,68,412,407,238,Barley
24,85,39,304,326,44,chile
23,210,63,417,132,257,Rice
15,96,87,517,265,266,Tomato
23,100,58,423,173,225,Wheat
26,47,63,426,383,246,Barley
23,82,36,397,222,23,chile
24,296,80,418,228,312,Rice
14,99,87,612,241,317,Tomato
22,32,59,421,191,244,Wheat
23,46,66,427,432,243,Barley
24,116,38,364,189,38,chile
23,312,68,420,198,193,Rice
16,98,84,457,201,325,Tomato
21,55,55,440,195,205,Wheat
7,45,66,413,347,421,Barley
19,105,38,335,209,25,chile
24,329,69,388,200,77,Rice
15,116,87,523,268,34,Tomato
22,47,50,405,327,232,Wheat
15,45,69,414,296,239,Barley
26,86,32,388,289,42,chile
21,291,71,408,147,151,Rice
14,123,82,627,242,42,Tomato
24,70,59,435,210,248,Wheat
5,39,65,429,339,279,Barley
22,83,37,328,293,43,chile
25,241,65,418,69,249,Rice
13,105,87,605,264,67,Tomato
24,70,52,400,166,230,Wheat
11,49,61,387,389,365,Barley
22,95,37,350,280,34,chile
26,286,68,419,92,262,Rice
16,139,79,644,242,87,Tomato
24,54,52,421,340,283,Wheat
18,44,66,415,432,344,Barley
19,119,35,387,247,22,chile
26,244,77,425,143,241,Rice
14,81,89,525,241,271,Tomato
21,58,55,413,120,280,Wheat
14,45,69,402,382,282,Barley
24,99,33,388,230,35,chile
26,348,73,430,190,200,Rice
15,147,88,523,277,309,Tomato
23,59,54,405,124,246,Wheat
10,46,62,408,431,241,Barley
23,103,33,373,235,45,chile
23,179,80,430,114,146,Rice
16,84,82,486,211,336,Tomato
24,48,50,438,363,212,Wheat
10,39,62,423,398,225,Barley
21,94,36,322,275,26,chile
24,258,72,413,159,188,Rice
15,66,79,458,214,356,Tomato
24,97,56,428,291,246,Wheat
22,50,63,380,376,351,Barley
25,89,35,313,190,45,chile
24,250,75,404,109,320,Rice
15,118,82,470,288,49,Tomato
22,48,57,422,263,239,Wheat
24,45,68,420,315,325,Barley
26,100,39,388,317,30,chile
21,312,68,401,172,61,Rice
13,70,84,535,231,31,Tomato
21,68,54,433,393,197,Wheat
23,44,63,417,318,351,Barley
20,82,40,396,196,35,chile
25,239,77,410,159,196,Rice
16,118,89,464,210,307,Tomato
21,66,58,431,156,290,Wheat
13,45,66,385,368,269,Barley
22,97,30,398,222,22,chile
22,242,62,405,119,314,Rice
15,111,81,511,202,39,Tomato
22,86,54,400,154,204,Wheat
9,48,69,396,357,415,Barley
25,120,30,324,261,37,chile
24,234,77,384,136,148,Rice
13,80,83,473,198,250,Tomato
22,100,58,400,235,216,Wheat
19,40,60,380,380,394,Barley
20,105,32,328,203,17,chile
22,325,76,383,260,154,Rice
13,136,78,538,200,215,Tomato
23,34,52,413,217,236,Wheat
18,48,61,389,428,359,Barley
22,116,31,356,307,18,chile
22,326,66,393,135,127,Rice
14,126,77,639,213,206,Tomato
24,76,54,401,154,275,Wheat
15,46,69,417,349,306,Barley
19,89,36,339,289,32,chile
24,273,80,412,212,114,Rice
15,62,85,603,285,253,Tomato
22,31,55,406,117,267,Wheat
24,48,60,399,410,286,Barley
18,105,36,327,278,46,chile
23,312,67,421,113,227,Rice
14,77,88,536,198,179,Tomato
24,93,55,442,350,195,Wheat
21,41,68,389,445,263,Barley
26,83,37,379,314,34,chile
22,338,60,400,212,233,Rice
13,107,77,574,261,141,Tomato
24,90,60,429,261,196,Wheat
5,47,61,402,346,269,Barley
19,82,35,354,192,25,chile
23,175,68,400,174,251,Rice
13,71,85,559,207,251,Tomato
22,39,57,428,310,283,Wheat
9,43,65,419,405,337,Barley
26,93,30,321,203,40,chile
23,205,72,406,116,282,Rice
15,70,86,458,254,247,Tomato
22,47,50,405,167,287,Wheat
23,42,63,401,393,249,Barley
18,110,30,361,300,20,chile
25,292,75,402,74,280,Rice
13,80,86,561,278,84,Tomato
21,58,56,441,181,258,Wheat
27,45,69,389,390,373,Barley
23,119,34,305,249,37,chile
24,306,62,388,56,70,Rice
16,82,78,645,291,264,Tomato
23,46,51,420,256,203,Wheat
13,39,69,427,394,378,Barley
26,116,38,300,295,37,chile
25,221,66,403,219,125,Rice
13,120,79,647,267,242,Tomato
23,51,55,406,274,199,Wheat
12,49,63,412,364,341,Barley
24,109,35,331,297,44,chile
26,282,76,430,141,175,Rice
14,68,82,473,200,252,Tomato
21,72,51,415,193,258,Wheat
26,49,66,427,332,375,Barley
18,92,31,356,234,25,chile
25,242,66,424,228,301,Rice
13,121,75,528,284,345,Tomato
23,99,51,420,187,202,Wheat
12,44,69,403,317,280,Barley
25,112,34,326,275,43,chile
21,265,60,411,104,178,Rice
16,115,90,491,281,312,Tomato
21,63,57,443,207,233,Wheat
8,42,61,389,446,415,Barley
25,99,34,348,271,42,chile
26,255,64,402,137,121,Rice
14,102,80,513,258,205,Tomato
22,82,50,407,260,208,Wheat
13,48,66,381,344,400,Barley
25,87,35,324,255,29,chile
24,179,67,389,169,179,Rice
14,74,86,549,274,178,Tomato
24,39,50,424,186,272,Wheat
9,44,69,419,447,374,Barley
21,120,32,344,315,34,chile
27,259,76,397,134,331,Rice
15,149,90,556,204,189,Tomato
23,92,51,423,281,278,Wheat
22,43,67,385,425,328,Barley
26,103,39,336,238,37,chile
22,250,66,413,169,282,Rice
14,137,90,540,263,193,Tomato
23,81,59,441,265,231,Wheat
21,47,70,428,339,416,Barley
21,115,36,367,329,35,chile
27,282,61,397,204,60,Rice
13,130,83,621,231,62,Tomato
21,63,53,427,380,221,Wheat
6,42,66,387,414,434,Barley
24,117,31,324,281,20,chile
21,200,72,419,83,267,Rice
14,116,79,589,290,183,Tomato
23,78,54,441,101,274,Wheat
23,49,67,398,314,342,Barley
20,113,32,312,237,17,chile
21,205,79,418,155,121,Rice
13,122,86,579,232,83,Tomato
21,73,54,423,393,229,Wheat
16,48,62,425,328,399,Barley
26,118,30,358,270,21,chile
22,314,78,416,220,113,Rice
14,135,78,540,290,39,Tomato
24,33,51,438,125,277,Wheat
21,42,70,388,384,236,Barley
23,112,37,385,319,43,chile
26,231,64,424,149,230,Rice
16,89,90,582,252,94,Tomato
21,86,59,405,144,258,Wheat
16,39,67,382,393,370,Barley
18,100,38,384,273,19,chile
23,201,68,421,231,271,Rice
14,63,88,519,289,77,Tomato
24,86,52,419,200,211,Wheat
17,40,67,427,331,437,Barley
19,88,32,317,251,36,chile
24,183,70,396,82,183,Rice
14,127,79,615,208,32,Tomato
21,81,56,401,271,198,Wheat
23,45,69,400,397,374,Barley
21,110,34,353,233,37,chile
23,188,61,428,68,274,Rice
16,72,89,502,264,101,Tomato
24,86,53,429,343,204,Wheat
25,42,61,405,429,328,Barley
21,87,33,345,267,39,chile
27,290,70,393,157,240,Rice
13,136,88,547,200,162,Tomato
22,88,58,433,234,203,Wheat
18,39,68,399,345,359,Barley
21,113,40,327,291,32,chile
25,233,71,413,102,283,Rice
15,84,75,542,222,69,Tomato
22,89,53,420,295,208,Wheat
6,42,61,408,366,283,Barley
22,107,40,384,319,31,chile
26,251,68,424,234,280,Rice
14,129,81,511,286,142,Tomato
24,77,60,437,377,194,Wheat
15,50,64,396,318,332,Barley
26,87,38,307,244,35,chile
21,279,77,408,116,132,Rice
14,84,82,475,230,106,Tomato
21,35,54,445,376,281,Wheat
21,46,60,416,287,420,Barley
23,113,34,343,298,46,chile
22,303,67,413,93,224,Rice
15,115,75,591,282,301,Tomato
21,53,51,449,375,242,Wheat
22,45,65,382,427,284,Barley
25,84,31,380,264,41,chile
27,212,60,414,96,231,Rice
13,131,84,553,201,163,Tomato
22,92,58,434,166,213,Wheat
27,47,65,405,425,321,Barley
18,102,34,356,203,27,chile
26,202,75,412,92,167,Rice
13,134,75,629,259,92,Tomato
21,49,60,403,117,259,Wheat
21,44,63,390,341,257,Barley
23,83,33,396,212,23,chile
22,292,66,395,161,77,Rice
14,118,86,471,226,317,Tomato
21,46,56,406,186,225,Wheat
8,40,61,396,429,381,Barley
22,119,30,338,266,41,chile
26,295,68,403,251,75,Rice
16,132,85,526,233,278,Tomato
21,81,59,445,164,278,Wheat
23,44,65,407,432,360,Barley
26,88,31,328,296,36,chile
24,183,71,426,160,316,Rice
14,61,90,524,266,103,Tomato
21,36,51,410,365,196,Wheat
23,43,60,418,422,374,Barley
20,89,30,343,223,19,chile
22,200,76,405,72,157,Rice
13,109,86,560,232,178,Tomato
23,68,53,444,202,238,Wheat
22,41,63,416,383,263,Barley
19,103,39,381,259,46,chile
23,303,68,410,75,179,Rice
16,76,89,529,287,46,Tomato
24,77,50,420,247,197,Wheat
25,40,65,423,290,290,Barley
23,92,34,381,337,40,chile
25,330,78,408,134,285,Rice
15,137,86,540,283,327,Tomato
22,86,57,426,332,195,Wheat
10,43,68,393,353,288,Barley
25,111,38,367,335,35,chile
23,342,68,385,201,180,Rice
13,106,75,451,259,320,Tomato
21,51,53,406,171,207,Wheat
11,46,67,408,446,316,Barley
22,115,35,370,203,41,chile
21,299,75,410,132,279,Rice
15,71,81,568,192,183,Tomato
22,99,53,447,195,263,Wheat
21,48,60,400,285,267,Barley
26,97,33,363,280,37,chile
27,246,61,394,96,75,Rice
14,86,84,547,251,192,Tomato
21,35,53,445,132,221,Wheat
6,48,63,414,374,368,Barley
23,97,30,370,203,41,chile
25,178,63,426,163,122,Rice
16,71,83,577,268,281,Tomato
24,82,54,408,258,288,Wheat
16,50,63,394,381,259,Barley
18,87,31,381,215,36,chile
27,233,67,412,65,274,Rice
13,136,77,634,212,171,Tomato
24,100,52,412,319,224,Wheat
8,42,69,410,435,270,Barley
19,82,32,348,188,37,chile
25,295,60,418,257,106,Rice
14,118,77,502,203,247,Tomato
24,92,51,437,167,221,Wheat
11,50,63,419,369,348,Barley
23,113,33,387,255,28,chile
25,276,60,417,64,268,Rice
14,87,75,479,278,312,Tomato
21,65,52,435,361,204,Wheat
18,44,68,430,338,341,Barley
21,95,30,336,272,35,chile
22,195,71,419,222,150,Rice
15,139,80,577,224,93,Tomato
23,60,55,400,230,268,Wheat
7,46,67,389,430,284,Barley
24,86,36,315,244,23,chile
21,252,76,419,62,130,Rice
14,86,78,539,231,285,Tomato
24,96,52,424,274,278,Wheat
27,45,63,425,394,225,Barley
25,90,37,380,337,22,chile
27,307,65,394,240,89,Rice
16,98,89,503,287,143,Tomato
22,97,59,441,186,251,Wheat
12,48,64,415,403,372,Barley
26,103,36,374,195,35,chile
24,262,66,393,237,120,Rice
13,91,89,647,224,178,Tomato
22,84,53,421,225,268,Wheat
15,42,67,408,352,268,Barley
23,105,30,317,214,30,chile
23,289,67,398,143,208,Rice
13,113,87,568,285,40,Tomato
21,42,54,439,281,236,Wheat
22,42,64,404,319,374,Barley
19,108,40,334,282,27,chile
25,226,70,421,245,128,Rice
13,93,76,584,201,269,Tomato
22,50,60,405,355,268,Wheat
19,40,64,397,399,225,Barley
22,119,33,350,314,21,chile
23,193,65,421,266,206,Rice
16,92,82,467,234,51,Tomato
21,53,57,438,165,282,Wheat
21,47,69,413,288,376,Barley
23,101,40,317,293,24,chile
22,315,61,418,149,99,Rice
15,95,78,587,239,139,Tomato
21,44,57,401,362,274,Wheat
11,49,60,419,368,346,Barley
22,101,40,390,217,36,chile
22,293,69,422,148,213,Rice
14,122,79,599,220,57,Tomato
24,30,58,446,260,196,Wheat
26,45,67,386,403,366,Barley
24,111,37,375,193,34,chile
21,205,71,392,261,278,Rice
14,69,88,484,195,268,Tomato
24,95,51,433,159,262,Wheat
21,45,67,409,410,259,Barley
18,85,33,329,247,18,chile
21,233,61,399,238,203,Rice
16,114,78,510,227,266,Tomato
23,63,58,426,175,205,Wheat
14,50,63,419,283,425,Barley
20,82,37,307,267,29,chile
26,221,75,414,186,95,Rice
13,71,89,611,231,215,Tomato
22,62,59,410,155,215,Wheat
5,39,68,385,360,415,Barley
19,93,38,359,309,40,chile
23,246,74,428,125,116,Rice
14,82,87,482,190,216,Tomato
24,40,58,421,253,242,Wheat
20,46,69,383,364,375,Barley
24,99,34,308,233,39,chile
22,250,62,399,173,97,Rice
13,74,85,584,256,44,Tomato
21,44,53,428,139,196,Wheat
16,42,67,422,359,321,Barley
26,120,34,321,227,36,chile
25,227,69,400,101,143,Rice
15,63,76,501,234,305,Tomato
23,43,60,430,132,251,Wheat
12,49,63,410,368,264,Barley
18,113,30,394,253,46,chile
24,203,62,393,251,145,Rice
13,92,86,555,271,267,Tomato
23,79,58,407,350,242,Wheat
11,44,70,430,338,428,Barley
19,93,30,305,208,34,chile
25,339,76,385,172,76,Rice
13,143,83,457,243,218,Tomato
22,63,53,448,237,243,Wheat
5,40,69,390,341,399,Barley
25,118,34,399,205,21,chile
21,177,60,389,108,171,Rice
13,73,84,607,261,83,Tomato
24,68,51,432,374,278,Wheat
21,41,67,381,361,305,Barley
23,95,37,304,241,30,chile
21,349,73,393,135,306,Rice
15,89,76,570,199,300,Tomato
24,49,51,402,123,283,Wheat
27,48,70,413,404,372,Barley
21,100,37,345,230,43,chile
26,328,75,426,235,147,Rice
16,136,80,647,232,347,Tomato
22,63,57,414,117,248,Wheat
23,44,67,384,446,235,Barley
23,120,38,394,282,33,chile
24,232,60,418,94,116,Rice
13,77,84,579,206,228,Tomato
21,89,51,420,117,235,Wheat
20,50,63,419,394,234,Barley
21,84,34,317,212,43,chile
24,318,78,425,260,79,Rice
16,120,78,464,292,300,Tomato
22,94,51,414,131,275,Wheat
8,47,62,398,294,337,Barley
23,104,40,319,220,17,chile
23,338,79,426,202,112,Rice
13,104,80,516,207,138,Tomato
23,87,51,417,324,287,Wheat
7,46,70,409,340,372,Barley
26,91,38,392,287,43,chile
24,319,80,400,158,207,Rice
14,77,80,573,275,55,Tomato
21,46,59,425,160,259,Wheat
13,44,61,430,409,250,Barley
19,119,35,338,220,19,chile
23,290,60,396,95,209,Rice
16,114,83,588,207,93,Tomato
22,78,50,429,305,274,Wheat
7,42,62,387,318,240,Barley
19,109,39,321,271,19,chile
27,208,80,410,148,187,Rice
14,101,88,606,283,168,Tomato
23,67,59,440,345,265,Wheat
15,45,62,428,435,421,Barley
18,112,36,361,253,35,chile
22,234,64,414,181,320,Rice
16,118,86,455,206,203,Tomato
21,73,57,434,298,272,Wheat
17,41,66,419,430,292,Barley
19,98,37,350,321,43,chile
25,198,66,421,166,67,Rice
14,67,75,643,280,337,Tomato
23,86,50,430,258,242,Wheat
15,39,62,408,452,347,Barley
25,92,30,311,212,46,chile
22,175,62,428,149,324,Rice
15,131,86,521,221,343,Tomato
21,90,60,427,302,199,Wheat
16,49,63,425,302,262,Barley
20,106,32,383,240,32,chile
26,202,77,408,241,166,Rice
13,67,82,624,258,58,Tomato
23,34,52,436,108,229,Wheat
22,46,63,387,357,429,Barley
18,110,30,339,221,25,chile
21,341,70,425,81,169,Rice
15,74,76,600,252,83,Tomato
24,36,55,437,174,231,Wheat
22,48,62,393,398,253,Barley
22,98,33,355,209,20,chile
27,255,69,400,211,230,Rice
15,73,81,482,290,192,Tomato
22,82,59,443,331,229,Wheat
6,49,66,429,290,370,Barley
24,80,32,379,213,18,chile
23,262,65,415,167,209,Rice
13,81,89,640,289,30,Tomato
22,59,51,443,132,255,Wheat
21,42,61,405,293,436,Barley
22,116,40,313,243,23,chile
27,209,60,402,100,87,Rice
16,74,78,474,211,286,Tomato
24,82,56,415,227,277,Wheat
19,50,63,402,355,312,Barley
22,94,33,342,224,19,chile
21,305,77,383,238,124,Rice
15,102,89,528,189,307,Tomato
21,45,50,407,179,217,Wheat
27,49,67,412,286,235,Barley
25,112,36,396,315,27,chile
22,293,68,429,184,194,Rice
16,83,85,539,285,31,Tomato
22,87,54,443,127,291,Wheat
5,49,60,424,300,429,Barley
24,100,35,379,198,45,chile
22,303,66,386,128,302,Rice
14,83,87,483,195,33,Tomato
24,31,56,447,177,267,Wheat
11,41,64,429,363,309,Barley
18,91,31,368,217,23,chile
26,292,77,404,79,128,Rice
16,102,79,596,198,136,Tomato
22,78,53,419,205,229,Wheat
21,49,60,389,435,389,Barley
25,90,32,336,306,42,chile
26,241,79,419,224,240,Rice
15,103,89,636,253,189,Tomato
23,32,53,418,349,212,Wheat
15,40,60,398,373,307,Barley
24,100,38,316,211,34,chile
21,246,75,430,113,100,Rice
15,143,82,581,274,272,Tomato
21,72,58,421,318,196,Wheat
5,48,63,386,285,308,Barley
20,90,30,347,214,39,chile
24,263,73,389,256,275,Rice
13,108,79,579,218,298,Tomato
22,70,55,422,249,200,Wheat
25,40,68,388,301,377,Barley
22,96,31,397,304,44,chile
22,221,67,425,60,321,Rice
16,139,81,507,219,150,Tomato
21,76,52,418,227,257,Wheat
9,43,66,408,355,399,Barley
20,90,34,335,267,28,chile
21,286,78,394,134,268,Rice
16,92,82,605,260,168,Tomato
22,93,60,437,146,250,Wheat
9,49,65,387,379,232,Barley
18,92,35,381,288,43,chile
27,258,75,417,169,312,Rice
13,135,86,496,245,186,Tomato
24,64,53,444,288,291,Wheat
26,47,69,422,351,228,Barley
26,88,37,352,304,31,chile
23,255,78,394,215,110,Rice
14,77,90,647,290,166,Tomato
22,48,56,436,222,234,Wheat
12,48,67,401,443,293,Barley
21,99,31,361,194,35,chile
27,182,64,398,91,224,Rice
15,141,75,477,260,109,Tomato
21,58,60,448,273,278,Wheat
23,50,65,394,358,367,Barley
18,96,31,319,335,18,chile
24,339,78,419,162,178,Rice
13,77,79,594,190,207,Tomato
24,77,59,415,342,223,Wheat
21,49,70,396,414,346,Barley
19,107,37,395,329,45,chile
22,337,77,422,142,55,Rice
13,97,75,503,243,168,Tomato
22,92,52,438,118,273,Wheat
20,48,66,412,407,222,Barley
25,116,34,353,224,19,chile
25,229,65,383,226,161,Rice
16,61,83,615,202,341,Tomato
22,50,57,418,111,283,Wheat
20,39,62,382,361,408,Barley
18,94,38,379,197,38,chile
23,318,76,411,99,203,Rice
13,106,87,541,223,282,Tomato
22,93,58,411,134,264,Wheat
8,43,60,384,282,423,Barley
26,81,38,367,199,45,chile
21,213,78,406,158,73,Rice
13,134,87,491,195,351,Tomato
23,93,57,433,330,231,Wheat
24,50,61,396,312,358,Barley
21,89,39,374,238,35,chile
21,262,78,419,168,311,Rice
15,142,80,632,283,178,Tomato
23,76,55,413,334,228,Wheat
20,42,64,391,346,416,Barley
20,80,34,382,193,45,chile
21,189,64,415,192,188,Rice
13,118,84,466,204,218,Tomato
23,70,59,433,277,196,Wheat
17,49,70,382,424,306,Barley
21,82,38,309,285,41,chile
26,321,76,405,254,220,Rice
13,104,82,638,248,323,Tomato
22,59,50,420,237,227,Wheat
20,49,68,426,317,317,Barley
21,113,36,303,340,27,chile
25,226,75,393,241,107,Rice
15,73,81,546,218,256,Tomato
23,42,50,447,203,203,Wheat
6,46,61,401,406,380,Barley
25,104,31,358,236,34,chile
23,198,63,393,186,79,Rice
16,148,80,570,219,331,Tomato
21,40,58,423,224,250,Wheat
23,44,65,399,343,353,Barley
26,90,38,351,285,35,chile
23,299,75,421,78,274,Rice
15,101,75,520,277,303,Tomato
21,96,52,431,307,219,Wheat
26,43,70,427,345,230,Barley
25,89,33,354,220,32,chile
21,226,71,421,71,124,Rice
14,66,82,479,287,215,Tomato
23,30,52,444,141,250,Wheat
27,47,65,425,410,272,Barley
25,110,40,346,223,30,chile
25,273,74,408,189,92,Rice
13,66,88,544,214,204,Tomato
21,47,56,434,111,283,Wheat
19,40,66,391,318,324,Barley
20,119,37,302,251,39,chile
27,240,65,419,62,103,Rice
13,101,89,531,287,25,Tomato
24,52,59,400,262,238,Wheat
27,45,69,408,408,364,Barley
25,105,40,380,246,25,chile
23,338,75,415,143,60,Rice
14,138,80,527,284,128,Tomato
24,65,56,426,160,196,Wheat
19,46,68,381,399,336,Barley
21,106,32,392,222,35,chile
23,209,63,416,249,203,Rice
16,135,82,648,281,334,Tomato
23,88,60,412,162,194,Wheat
14,46,62,407,364,257,Barley
19,114,31,355,227,19,chile
21,183,60,395,183,104,Rice
16,98,90,461,243,223,Tomato
24,46,55,402,228,286,Wheat
20,49,68,395,387,252,Barley
19,83,31,354,282,36,chile
25,307,70,398,132,234,Rice
15,150,83,520,254,109,Tomato
23,87,58,437,350,243,Wheat
9,50,66,392,297,427,Barley
26,101,36,318,298,18,chile
24,299,60,405,164,104,Rice
14,136,76,600,197,82,Tomato
24,78,59,431,314,207,Wheat
5,43,64,429,397,314,Barley
25,89,33,326,301,23,chile
27,305,68,428,144,151,Rice
16,140,90,456,268,105,Tomato
22,88,53,433,235,281,Wheat
27,47,67,395,380,314,Barley
22,81,34,375,226,46,chile
25,233,73,393,242,211,Rice
15,121,85,567,285,74,Tomato
21,50,55,417,168,206,Wheat
17,46,60,382,307,250,Barley
21,110,35,329,339,20,chile
25,309,79,405,188,290,Rice
16,79,77,531,262,356,Tomato
21,43,52,411,110,252,Wheat
7,48,67,421,435,282,Barley
23,105,34,385,231,45,chile
24,303,78,408,95,110,Rice
16,145,80,560,254,171,Tomato
24,41,51,422,380,200,Wheat
27,45,69,416,357,427,Barley
20,91,30,390,192,46,chile
26,279,78,403,260,284,Rice
14,101,87,622,255,95,Tomato
22,59,57,421,155,244,Wheat
16,46,68,416,412,348,Barley
19,93,30,360,197,22,chile
23,288,67,392,265,192,Rice
16,133,80,529,270,234,Tomato
24,41,51,424,310,254,Wheat
23,43,63,387,401,251,Barley
22,108,30,300,193,42,chile
22,278,68,403,87,108,Rice
15,129,86,623,280,250,Tomato
24,55,51,427,157,249,Wheat
23,50,65,409,382,253,Barley
18,88,32,313,230,46,chile
22,278,74,400,137,89,Rice
13,125,90,533,274,39,Tomato
21,63,51,442,205,246,Wheat
11,42,60,395,357,387,Barley
21,113,33,356,263,30,chile
21,242,67,413,113,186,Rice
16,92,90,588,278,329,Tomato
23,96,54,415,216,250,Wheat
9,50,60,419,281,334,Barley
23,83,34,394,330,41,chile
25,300,70,384,214,219,Rice
15,69,89,454,285,334,Tomato
23,92,51,450,257,258,Wheat
8,42,69,403,361,382,Barley
21,92,38,399,211,24,chile
22,232,78,401,211,256,Rice
13,149,75,600,273,159,Tomato
21,92,60,448,248,261,Wheat
7,50,60,411,302,432,Barley
21,101,35,323,303,46,chile
27,278,73,426,268,279,Rice
15,91,89,635,208,272,Tomato
21,92,57,444,124,272,Wheat
26,50,70,430,450,263,Barley
21,112,38,392,326,46,chile
21,246,70,409,242,233,Rice
13,140,89,547,213,108,Tomato
22,100,57,419,145,222,Wheat
27,45,62,423,397,308,Barley
18,114,36,352,276,38,chile
27,257,70,391,153,158,Rice
13,130,86,544,205,93,Tomato
24,56,60,408,244,269,Wheat
13,49,65,402,365,434,Barley
21,109,34,312,287,41,chile
23,236,77,426,224,189,Rice
13,62,83,544,284,171,Tomato
22,72,54,432,223,264,Wheat
27,47,69,423,434,401,Barley
22,102,35,336,259,41,chile
21,206,71,393,223,58,Rice
14,149,89,452,230,230,Tomato
22,55,53,415,255,232,Wheat
17,48,60,397,447,257,Barley
22,114,39,305,326,27,chile
21,227,66,389,154,65,Rice
14,122,75,479,292,165,Tomato
22,45,58,430,148,252,Wheat
16,47,70,388,302,378,Barley
22,99,37,302,239,17,chile
22,213,76,406,178,305,Rice
16,67,86,641,207,276,Tomato
21,75,58,403,356,233,Wheat
13,42,62,428,445,391,Barley
22,100,30,338,238,22,chile
21,341,70,392,96,114,Rice
16,98,79,589,200,56,Tomato
23,76,50,426,388,222,Wheat
13,44,65,416,286,396,Barley
25,104,40,365,264,40,chile
25,272,74,385,175,292,Rice
13,115,85,616,201,51,Tomato
24,44,56,403,164,222,Wheat
27,43,64,427,425,335,Barley
23,118,37,318,235,33,chile
26,212,64,383,185,169,Rice
16,86,84,529,225,112,Tomato
21,59,56,445,254,245,Wheat
27,48,68,406,386,394,Barley
25,106,33,346,193,22,chile
25,342,76,424,60,230,Rice
13,145,76,503,207,232,Tomato
24,48,52,445,118,250,Wheat
22,49,64,399,430,364,Barley
19,82,30,303,325,27,chile
24,254,79,423,175,145,Rice
13,103,79,454,268,295,Tomato
24,87,50,440,229,217,Wheat
19,43,62,428,304,434,Barley
22,106,33,324,278,41,chile
23,182,66,401,143,228,Rice
13,137,84,478,219,268,Tomato
21,100,57,432,220,291,Wheat
25,41,64,429,431,312,Barley
25,104,38,332,251,19,chile
23,216,79,398,190,68,Rice
16,122,84,596,274,355,Tomato
21,66,56,418,196,228,Wheat
21,48,62,385,365,237,Barley
23,118,34,327,255,22,chile
22,294,67,415,70,230,Rice
13,127,79,627,196,67,Tomato
24,91,60,438,298,207,Wheat
5,39,67,386,428,326,Barley
19,82,34,385,314,34,chile
27,290,69,412,165,176,Rice
16,132,84,510,248,232,Tomato
23,79,60,415,377,283,Wheat
7,43,60,380,313,430,Barley
26,117,36,353,267,38,chile
25,326,70,422,264,143,Rice
14,92,82,516,249,77,Tomato
21,74,50,405,197,280,Wheat
12,44,66,424,309,430,Barley
19,87,38,328,227,30,chile
26,229,77,410,188,302,Rice
14,102,90,520,221,275,Tomato
23,61,59,410,157,244,Wheat
13,45,62,393,435,388,Barley
25,92,34,399,210,29,chile
25,223,60,407,70,189,Rice
13,142,75,514,285,88,Tomato
21,59,54,418,173,208,Wheat
5,48,63,419,410,337,Barley
25,98,35,380,297,29,chile
